codice_scuola|tipo_assenza|scuola|regionale|nazione
"AGEE04300X"|"malattia"|10|17|15
"AGIC805003"|"malattia"|9|17|15
"AGIC805003"|"Maternità"|2|1|2
"AGIC805003"|"Altri"|12|9|8
"AGIC80600V"|"Altri"|7|9|8
"AGIC80600V"|"malattia"|32|17|15
"AGIC80600V"|"Maternità"|0|1|2
"AGIC80700P"|"malattia"|16|17|15
"AGIC80700P"|"Altri"|11|9|8
"AGIC80700P"|"Maternità"|1|1|2
"AGIC80800E"|"Maternità"|0|1|2
"AGIC80800E"|"malattia"|48|17|15
"AGIC80800E"|"Altri"|5|9|8
"AGIC80900A"|"Maternità"|0|1|2
"AGIC80900A"|"malattia"|34|17|15
"AGIC80900A"|"Altri"|7|9|8
"AGIC81000E"|"Altri"|33|9|8
"AGIC81000E"|"Maternità"|3|1|2
"AGIC81000E"|"malattia"|106|17|15
"AGIC812006"|"Altri"|2|9|8
"AGIC812006"|"malattia"|8|17|15
"AGIC812006"|"Maternità"|0|1|2
"AGIC813002"|"malattia"|7|17|15
"AGIC813002"|"Altri"|6|9|8
"AGIC813002"|"Maternità"|0|1|2
"AGIC81400T"|"malattia"|7|17|15
"AGIC81400T"|"Altri"|14|9|8
"AGIC81400T"|"Maternità"|0|1|2
"AGIC81500N"|"Altri"|10|9|8
"AGIC81500N"|"Maternità"|0|1|2
"AGIC81500N"|"malattia"|19|17|15
"AGIC817009"|"Altri"|6|9|8
"AGIC817009"|"Maternità"|0|1|2
"AGIC817009"|"malattia"|14|17|15
"AGIC818005"|"Maternità"|0|1|2
"AGIC818005"|"Altri"|4|9|8
"AGIC818005"|"malattia"|5|17|15
"AGIC819001"|"Maternità"|0|1|2
"AGIC819001"|"malattia"|15|17|15
"AGIC819001"|"Altri"|7|9|8
"AGIC820005"|"malattia"|30|17|15
"AGIC820005"|"Altri"|4|9|8
"AGIC820005"|"Maternità"|0|1|2
"AGIC821001"|"Maternità"|0|1|2
"AGIC821001"|"Altri"|13|9|8
"AGIC821001"|"malattia"|4|17|15
"AGIC82200R"|"Altri"|19|9|8
"AGIC82200R"|"Maternità"|0|1|2
"AGIC82200R"|"malattia"|24|17|15
"AGIC82300L"|"malattia"|16|17|15
"AGIC82300L"|"Maternità"|1|1|2
"AGIC82300L"|"Altri"|12|9|8
"AGIC82400C"|"Maternità"|0|1|2
"AGIC82400C"|"Altri"|6|9|8
"AGIC82400C"|"malattia"|11|17|15
"AGIC825008"|"malattia"|44|17|15
"AGIC825008"|"Altri"|18|9|8
"AGIC825008"|"Maternità"|1|1|2
"AGIC826004"|"Altri"|7|9|8
"AGIC826004"|"malattia"|18|17|15
"AGIC826004"|"Maternità"|0|1|2
"AGIC82700X"|"Maternità"|0|1|2
"AGIC82700X"|"malattia"|11|17|15
"AGIC82700X"|"Altri"|5|9|8
"AGIC82800Q"|"Altri"|10|9|8
"AGIC82800Q"|"Maternità"|0|1|2
"AGIC82800Q"|"malattia"|18|17|15
"AGIC82900G"|"Maternità"|0|1|2
"AGIC82900G"|"malattia"|30|17|15
"AGIC82900G"|"Altri"|7|9|8
"AGIC83000Q"|"malattia"|18|17|15
"AGIC83000Q"|"Altri"|6|9|8
"AGIC83000Q"|"Maternità"|0|1|2
"AGIC83100G"|"Maternità"|0|1|2
"AGIC83100G"|"malattia"|38|17|15
"AGIC83100G"|"Altri"|16|9|8
"AGIC83200B"|"malattia"|34|17|15
"AGIC83200B"|"Altri"|15|9|8
"AGIC83200B"|"Maternità"|0|1|2
"AGIC833007"|"Maternità"|0|1|2
"AGIC833007"|"Altri"|8|9|8
"AGIC833007"|"malattia"|27|17|15
"AGIC834003"|"malattia"|19|17|15
"AGIC834003"|"Altri"|16|9|8
"AGIC834003"|"Maternità"|0|1|2
"AGIC83500V"|"Maternità"|1|1|2
"AGIC83500V"|"malattia"|14|17|15
"AGIC83500V"|"Altri"|5|9|8
"AGIC83600P"|"Altri"|22|9|8
"AGIC83600P"|"Maternità"|0|1|2
"AGIC83600P"|"malattia"|59|17|15
"AGIC83700E"|"malattia"|12|17|15
"AGIC83700E"|"Maternità"|1|1|2
"AGIC83700E"|"Altri"|14|9|8
"AGIC83800A"|"malattia"|12|17|15
"AGIC83800A"|"Maternità"|1|1|2
"AGIC83800A"|"Altri"|14|9|8
"AGIC839006"|"Altri"|5|9|8
"AGIC839006"|"Maternità"|17|1|2
"AGIC839006"|"malattia"|17|17|15
"AGIC84000A"|"Maternità"|0|1|2
"AGIC84000A"|"Altri"|25|9|8
"AGIC84000A"|"malattia"|20|17|15
"AGIC841006"|"Maternità"|2|1|2
"AGIC841006"|"malattia"|21|17|15
"AGIC841006"|"Altri"|4|9|8
"AGIC842002"|"Altri"|7|9|8
"AGIC842002"|"malattia"|12|17|15
"AGIC842002"|"Maternità"|0|1|2
"AGIC84300T"|"Maternità"|0|1|2
"AGIC84300T"|"malattia"|30|17|15
"AGIC84300T"|"Altri"|9|9|8
"AGIC84400N"|"Maternità"|1|1|2
"AGIC84400N"|"malattia"|24|17|15
"AGIC84400N"|"Altri"|9|9|8
"AGIC84500D"|"Altri"|17|9|8
"AGIC84500D"|"Maternità"|4|1|2
"AGIC84500D"|"malattia"|36|17|15
"AGIC846009"|"Maternità"|0|1|2
"AGIC846009"|"malattia"|13|17|15
"AGIC846009"|"Altri"|27|9|8
"AGIC847005"|"malattia"|18|17|15
"AGIC847005"|"Maternità"|1|1|2
"AGIC847005"|"Altri"|8|9|8
"AGIC848001"|"malattia"|12|17|15
"AGIC848001"|"Maternità"|0|1|2
"AGIC848001"|"Altri"|20|9|8
"AGIC84900R"|"malattia"|16|17|15
"AGIC84900R"|"Altri"|12|9|8
"AGIC84900R"|"Maternità"|0|1|2
"AGIC850001"|"malattia"|13|17|15
"AGIC850001"|"Maternità"|1|1|2
"AGIC850001"|"Altri"|7|9|8
"AGIC85100R"|"malattia"|32|17|15
"AGIC85100R"|"Maternità"|0|1|2
"AGIC85100R"|"Altri"|24|9|8
"AGIC85200L"|"malattia"|15|17|15
"AGIC85200L"|"Maternità"|1|1|2
"AGIC85200L"|"Altri"|6|9|8
"AGIS00100X"|"Maternità"|0|1|2
"AGIS00100X"|"Altri"|1|9|8
"AGIS00100X"|"malattia"|24|17|15
"AGIS00200Q"|"Maternità"|0|1|2
"AGIS00200Q"|"Altri"|10|9|8
"AGIS00200Q"|"malattia"|18|17|15
"AGIS00300G"|"malattia"|16|17|15
"AGIS00300G"|"Altri"|25|9|8
"AGIS00300G"|"Maternità"|0|1|2
"AGIS006003"|"Altri"|31|9|8
"AGIS006003"|"Maternità"|0|1|2
"AGIS006003"|"malattia"|14|17|15
"AGIS00800P"|"Altri"|12|9|8
"AGIS00800P"|"malattia"|30|17|15
"AGIS00800P"|"Maternità"|1|1|2
"AGIS01100E"|"malattia"|14|17|15
"AGIS01100E"|"Altri"|28|9|8
"AGIS01100E"|"Maternità"|2|1|2
"AGIS01200A"|"Maternità"|5|1|2
"AGIS01200A"|"Altri"|7|9|8
"AGIS01200A"|"malattia"|31|17|15
"AGIS013006"|"Maternità"|2|1|2
"AGIS013006"|"Altri"|20|9|8
"AGIS013006"|"malattia"|17|17|15
"AGIS014002"|"Maternità"|0|1|2
"AGIS014002"|"malattia"|27|17|15
"AGIS014002"|"Altri"|26|9|8
"AGIS01600N"|"malattia"|24|17|15
"AGIS01600N"|"Altri"|9|9|8
"AGIS01600N"|"Maternità"|3|1|2
"AGMM004008"|"Maternità"|0|1|2
"AGMM004008"|"malattia"|48|17|15
"AGMM004008"|"Altri"|10|9|8
"AGMM01500P"|"malattia"|23|17|15
"AGMM01500P"|"Altri"|13|9|8
"AGMM01500P"|"Maternità"|2|1|2
"AGMM03800B"|"Maternità"|0|1|2
"AGMM03800B"|"malattia"|5|17|15
"AGMM03800B"|"Altri"|9|9|8
"AGMM054009"|"Altri"|2|9|8
"AGMM054009"|"Maternità"|0|1|2
"AGMM054009"|"malattia"|11|17|15
"AGMM06700B"|"malattia"|35|17|15
"AGMM06700B"|"Altri"|2|9|8
"AGMM06700B"|"Maternità"|0|1|2
"AGMM07200V"|"malattia"|25|17|15
"AGMM07200V"|"Altri"|13|9|8
"AGMM07200V"|"Maternità"|0|1|2
"AGPC010001"|"Maternità"|0|1|2
"AGPC010001"|"malattia"|24|17|15
"AGPC010001"|"Altri"|17|9|8
"AGPC02000G"|"Altri"|3|9|8
"AGPC02000G"|"Maternità"|0|1|2
"AGPC02000G"|"malattia"|29|17|15
"AGPC060002"|"Maternità"|1|1|2
"AGPC060002"|"Altri"|9|9|8
"AGPC060002"|"malattia"|12|17|15
"AGPM010005"|"malattia"|19|17|15
"AGPM010005"|"Maternità"|0|1|2
"AGPM010005"|"Altri"|3|9|8
"AGPM02000Q"|"Maternità"|0|1|2
"AGPM02000Q"|"Altri"|9|9|8
"AGPM02000Q"|"malattia"|34|17|15
"AGPM03000A"|"Altri"|11|9|8
"AGPM03000A"|"Maternità"|0|1|2
"AGPM03000A"|"malattia"|39|17|15
"AGPM060006"|"Maternità"|2|1|2
"AGPM060006"|"Altri"|6|9|8
"AGPM060006"|"malattia"|36|17|15
"AGPS02000P"|"malattia"|18|17|15
"AGPS02000P"|"Altri"|19|9|8
"AGPS02000P"|"Maternità"|0|1|2
"AGPS030009"|"malattia"|13|17|15
"AGPS030009"|"Maternità"|1|1|2
"AGPS030009"|"Altri"|8|9|8
"AGPS05000E"|"malattia"|20|17|15
"AGPS05000E"|"Maternità"|0|1|2
"AGPS05000E"|"Altri"|11|9|8
"AGPS060005"|"Altri"|18|9|8
"AGPS060005"|"Maternità"|0|1|2
"AGPS060005"|"malattia"|25|17|15
"AGPS08000A"|"Altri"|0|9|8
"AGPS08000A"|"malattia"|0|17|15
"AGPS08000A"|"Maternità"|0|1|2
"AGRC01000L"|"Altri"|17|9|8
"AGRC01000L"|"Maternità"|4|1|2
"AGRC01000L"|"malattia"|15|17|15
"AGRH02000C"|"Maternità"|0|1|2
"AGRH02000C"|"Altri"|16|9|8
"AGRH02000C"|"malattia"|27|17|15
"AGRI010009"|"malattia"|11|17|15
"AGRI010009"|"Maternità"|0|1|2
"AGRI010009"|"Altri"|16|9|8
"AGRI02000X"|"malattia"|14|17|15
"AGRI02000X"|"Maternità"|4|1|2
"AGRI02000X"|"Altri"|6|9|8
"AGRI040005"|"Maternità"|1|1|2
"AGRI040005"|"Altri"|30|9|8
"AGRI040005"|"malattia"|29|17|15
"AGRI090006"|"malattia"|23|17|15
"AGRI090006"|"Altri"|8|9|8
"AGRI090006"|"Maternità"|0|1|2
"AGSD01000E"|"Maternità"|12|1|2
"AGSD01000E"|"Altri"|15|9|8
"AGSD01000E"|"malattia"|26|17|15
"AGTD02000E"|"Maternità"|2|1|2
"AGTD02000E"|"malattia"|15|17|15
"AGTD02000E"|"Altri"|17|9|8
"AGTD030005"|"Altri"|7|9|8
"AGTD030005"|"Maternità"|3|1|2
"AGTD030005"|"malattia"|29|17|15
"AGTD09000R"|"malattia"|18|17|15
"AGTD09000R"|"Maternità"|1|1|2
"AGTD09000R"|"Altri"|13|9|8
"ALEE00100C"|"Maternità"|0|2|2
"ALEE00100C"|"Altri"|1|6|8
"ALEE00100C"|"malattia"|4|15|15
"ALEE003004"|"malattia"|15|15|15
"ALEE003004"|"Maternità"|2|2|2
"ALEE003004"|"Altri"|5|6|8
"ALEE00400X"|"malattia"|12|15|15
"ALEE00400X"|"Altri"|3|6|8
"ALEE00400X"|"Maternità"|11|2|2
"ALEE00700B"|"Maternità"|9|2|2
"ALEE00700B"|"Altri"|14|6|8
"ALEE00700B"|"malattia"|15|15|15
"ALEE010007"|"malattia"|10|15|15
"ALEE010007"|"Maternità"|0|2|2
"ALEE010007"|"Altri"|8|6|8
"ALEE011003"|"Maternità"|0|2|2
"ALEE011003"|"malattia"|20|15|15
"ALEE011003"|"Altri"|4|6|8
"ALEE01400E"|"Altri"|4|6|8
"ALEE01400E"|"Maternità"|0|2|2
"ALEE01400E"|"malattia"|7|15|15
"ALEE016006"|"malattia"|14|15|15
"ALEE016006"|"Maternità"|2|2|2
"ALEE016006"|"Altri"|1|6|8
"ALEE017002"|"malattia"|8|15|15
"ALEE017002"|"Maternità"|0|2|2
"ALEE017002"|"Altri"|3|6|8
"ALEE023009"|"Altri"|5|6|8
"ALEE023009"|"malattia"|10|15|15
"ALEE023009"|"Maternità"|13|2|2
"ALEE024005"|"Altri"|5|6|8
"ALEE024005"|"Maternità"|0|2|2
"ALEE024005"|"malattia"|14|15|15
"ALEE025001"|"malattia"|18|15|15
"ALEE025001"|"Maternità"|0|2|2
"ALEE025001"|"Altri"|12|6|8
"ALEE02700L"|"Altri"|9|6|8
"ALEE02700L"|"Maternità"|0|2|2
"ALEE02700L"|"malattia"|14|15|15
"ALEE03300X"|"Altri"|2|6|8
"ALEE03300X"|"malattia"|8|15|15
"ALEE03300X"|"Maternità"|0|2|2
"ALEE03400Q"|"Altri"|3|6|8
"ALEE03400Q"|"malattia"|9|15|15
"ALEE03400Q"|"Maternità"|1|2|2
"ALEE03500G"|"Maternità"|0|2|2
"ALEE03500G"|"malattia"|5|15|15
"ALEE03500G"|"Altri"|7|6|8
"ALEE03600B"|"Altri"|5|6|8
"ALEE03600B"|"Maternità"|0|2|2
"ALEE03600B"|"malattia"|24|15|15
"ALEE037007"|"Altri"|3|6|8
"ALEE037007"|"Maternità"|0|2|2
"ALEE037007"|"malattia"|15|15|15
"ALIC80500N"|"Altri"|4|6|8
"ALIC80500N"|"Maternità"|0|2|2
"ALIC80500N"|"malattia"|20|15|15
"ALIC80600D"|"malattia"|37|15|15
"ALIC80600D"|"Altri"|4|6|8
"ALIC80600D"|"Maternità"|0|2|2
"ALIC807009"|"Maternità"|0|2|2
"ALIC807009"|"malattia"|12|15|15
"ALIC807009"|"Altri"|12|6|8
"ALIC808005"|"Maternità"|0|2|2
"ALIC808005"|"malattia"|7|15|15
"ALIC808005"|"Altri"|20|6|8
"ALIC809001"|"Maternità"|0|2|2
"ALIC809001"|"Altri"|7|6|8
"ALIC809001"|"malattia"|13|15|15
"ALIC810005"|"malattia"|8|15|15
"ALIC810005"|"Altri"|4|6|8
"ALIC810005"|"Maternità"|1|2|2
"ALIC811001"|"malattia"|21|15|15
"ALIC811001"|"Maternità"|0|2|2
"ALIC811001"|"Altri"|5|6|8
"ALIC81200R"|"Altri"|5|6|8
"ALIC81200R"|"Maternità"|0|2|2
"ALIC81200R"|"malattia"|22|15|15
"ALIC81300L"|"Altri"|2|6|8
"ALIC81300L"|"malattia"|24|15|15
"ALIC81300L"|"Maternità"|0|2|2
"ALIC81400C"|"Maternità"|0|2|2
"ALIC81400C"|"malattia"|6|15|15
"ALIC81400C"|"Altri"|2|6|8
"ALIC815008"|"malattia"|10|15|15
"ALIC815008"|"Maternità"|0|2|2
"ALIC815008"|"Altri"|8|6|8
"ALIC816004"|"Altri"|18|6|8
"ALIC816004"|"Maternità"|0|2|2
"ALIC816004"|"malattia"|21|15|15
"ALIC81700X"|"Altri"|7|6|8
"ALIC81700X"|"Maternità"|0|2|2
"ALIC81700X"|"malattia"|18|15|15
"ALIC81800Q"|"Altri"|2|6|8
"ALIC81800Q"|"Maternità"|0|2|2
"ALIC81800Q"|"malattia"|7|15|15
"ALIC81900G"|"malattia"|14|15|15
"ALIC81900G"|"Maternità"|0|2|2
"ALIC81900G"|"Altri"|2|6|8
"ALIC82000Q"|"Maternità"|0|2|2
"ALIC82000Q"|"malattia"|9|15|15
"ALIC82000Q"|"Altri"|2|6|8
"ALIC82100G"|"Maternità"|0|2|2
"ALIC82100G"|"Altri"|8|6|8
"ALIC82100G"|"malattia"|3|15|15
"ALIC82200B"|"Maternità"|0|2|2
"ALIC82200B"|"malattia"|26|15|15
"ALIC82200B"|"Altri"|2|6|8
"ALIC823007"|"malattia"|19|15|15
"ALIC823007"|"Altri"|10|6|8
"ALIC823007"|"Maternità"|0|2|2
"ALIC824003"|"malattia"|9|15|15
"ALIC824003"|"Altri"|1|6|8
"ALIC824003"|"Maternità"|5|2|2
"ALIC82500V"|"Maternità"|0|2|2
"ALIC82500V"|"Altri"|4|6|8
"ALIC82500V"|"malattia"|13|15|15
"ALIS00100E"|"Altri"|10|6|8
"ALIS00100E"|"malattia"|15|15|15
"ALIS00100E"|"Maternità"|9|2|2
"ALIS003006"|"malattia"|8|15|15
"ALIS003006"|"Maternità"|0|2|2
"ALIS003006"|"Altri"|4|6|8
"ALIS004002"|"Maternità"|0|2|2
"ALIS004002"|"Altri"|5|6|8
"ALIS004002"|"malattia"|8|15|15
"ALIS00600N"|"Maternità"|1|2|2
"ALIS00600N"|"Altri"|7|6|8
"ALIS00600N"|"malattia"|10|15|15
"ALIS00700D"|"Maternità"|2|2|2
"ALIS00700D"|"malattia"|11|15|15
"ALIS00700D"|"Altri"|10|6|8
"ALIS008009"|"malattia"|11|15|15
"ALIS008009"|"Maternità"|0|2|2
"ALIS008009"|"Altri"|4|6|8
"ALIS009005"|"malattia"|12|15|15
"ALIS009005"|"Maternità"|0|2|2
"ALIS009005"|"Altri"|4|6|8
"ALIS01300R"|"malattia"|7|15|15
"ALIS01300R"|"Maternità"|0|2|2
"ALIS01300R"|"Altri"|3|6|8
"ALIS01400L"|"Maternità"|3|2|2
"ALIS01400L"|"malattia"|8|15|15
"ALIS01400L"|"Altri"|2|6|8
"ALIS016008"|"Maternità"|0|2|2
"ALIS016008"|"Altri"|4|6|8
"ALIS016008"|"malattia"|13|15|15
"ALIS017004"|"malattia"|8|15|15
"ALIS017004"|"Maternità"|0|2|2
"ALIS017004"|"Altri"|10|6|8
"ALMM081008"|"Maternità"|3|2|2
"ALMM081008"|"malattia"|11|15|15
"ALMM081008"|"Altri"|9|6|8
"ALMM082004"|"Maternità"|0|2|2
"ALMM082004"|"malattia"|9|15|15
"ALMM082004"|"Altri"|5|6|8
"ALMM08300X"|"Altri"|2|6|8
"ALMM08300X"|"Maternità"|0|2|2
"ALMM08300X"|"malattia"|6|15|15
"ALMM08400Q"|"malattia"|7|15|15
"ALMM08400Q"|"Maternità"|0|2|2
"ALMM08400Q"|"Altri"|2|6|8
"ALMM08600B"|"Maternità"|0|2|2
"ALMM08600B"|"Altri"|5|6|8
"ALMM08600B"|"malattia"|23|15|15
"ALMM087007"|"malattia"|23|15|15
"ALMM087007"|"Altri"|7|6|8
"ALMM087007"|"Maternità"|17|2|2
"ALMM08900V"|"Altri"|5|6|8
"ALMM08900V"|"Maternità"|0|2|2
"ALMM08900V"|"malattia"|14|15|15
"ALPS01000P"|"Altri"|2|6|8
"ALPS01000P"|"malattia"|18|15|15
"ALPS01000P"|"Maternità"|0|2|2
"ALPS020009"|"malattia"|20|15|15
"ALPS020009"|"Maternità"|0|2|2
"ALPS020009"|"Altri"|5|6|8
"ALPS050005"|"Altri"|5|6|8
"ALPS050005"|"malattia"|5|15|15
"ALPS050005"|"Maternità"|0|2|2
"ALRI01000X"|"malattia"|12|15|15
"ALRI01000X"|"Maternità"|0|2|2
"ALRI01000X"|"Altri"|3|6|8
"ALTF01000R"|"Maternità"|0|2|2
"ALTF01000R"|"Altri"|4|6|8
"ALTF01000R"|"malattia"|6|15|15
"ALTL010001"|"Altri"|6|6|8
"ALTL010001"|"malattia"|16|15|15
"ALTL010001"|"Maternità"|0|2|2
"ANIC80300L"|"Maternità"|0|1|2
"ANIC80300L"|"Altri"|19|8|8
"ANIC80300L"|"malattia"|13|13|15
"ANIC80400C"|"Maternità"|0|1|2
"ANIC80400C"|"malattia"|22|13|15
"ANIC80400C"|"Altri"|11|8|8
"ANIC805008"|"malattia"|26|13|15
"ANIC805008"|"Altri"|2|8|8
"ANIC805008"|"Maternità"|14|1|2
"ANIC806004"|"malattia"|23|13|15
"ANIC806004"|"Altri"|16|8|8
"ANIC806004"|"Maternità"|0|1|2
"ANIC80700X"|"Maternità"|0|1|2
"ANIC80700X"|"malattia"|9|13|15
"ANIC80700X"|"Altri"|18|8|8
"ANIC80800Q"|"Altri"|9|8|8
"ANIC80800Q"|"Maternità"|0|1|2
"ANIC80800Q"|"malattia"|25|13|15
"ANIC80900G"|"Maternità"|0|1|2
"ANIC80900G"|"Altri"|9|8|8
"ANIC80900G"|"malattia"|13|13|15
"ANIC81000Q"|"Altri"|11|8|8
"ANIC81000Q"|"malattia"|22|13|15
"ANIC81000Q"|"Maternità"|0|1|2
"ANIC81100G"|"Altri"|31|8|8
"ANIC81100G"|"malattia"|10|13|15
"ANIC81100G"|"Maternità"|0|1|2
"ANIC81200B"|"malattia"|21|13|15
"ANIC81200B"|"Maternità"|0|1|2
"ANIC81200B"|"Altri"|9|8|8
"ANIC813007"|"Maternità"|0|1|2
"ANIC813007"|"Altri"|5|8|8
"ANIC813007"|"malattia"|12|13|15
"ANIC814003"|"malattia"|5|13|15
"ANIC814003"|"Maternità"|0|1|2
"ANIC814003"|"Altri"|2|8|8
"ANIC81500V"|"malattia"|12|13|15
"ANIC81500V"|"Maternità"|1|1|2
"ANIC81500V"|"Altri"|4|8|8
"ANIC81600P"|"Altri"|2|8|8
"ANIC81600P"|"Maternità"|8|1|2
"ANIC81600P"|"malattia"|20|13|15
"ANIC81700E"|"Altri"|7|8|8
"ANIC81700E"|"malattia"|7|13|15
"ANIC81700E"|"Maternità"|0|1|2
"ANIC81800A"|"Altri"|2|8|8
"ANIC81800A"|"Maternità"|0|1|2
"ANIC81800A"|"malattia"|13|13|15
"ANIC819006"|"Maternità"|3|1|2
"ANIC819006"|"Altri"|16|8|8
"ANIC819006"|"malattia"|8|13|15
"ANIC82000A"|"Maternità"|1|1|2
"ANIC82000A"|"Altri"|6|8|8
"ANIC82000A"|"malattia"|20|13|15
"ANIC82300T"|"Altri"|32|8|8
"ANIC82300T"|"Maternità"|1|1|2
"ANIC82300T"|"malattia"|9|13|15
"ANIC82400N"|"Maternità"|13|1|2
"ANIC82400N"|"Altri"|4|8|8
"ANIC82400N"|"malattia"|12|13|15
"ANIC82500D"|"Maternità"|1|1|2
"ANIC82500D"|"malattia"|10|13|15
"ANIC82500D"|"Altri"|13|8|8
"ANIC826009"|"Maternità"|0|1|2
"ANIC826009"|"Altri"|16|8|8
"ANIC826009"|"malattia"|18|13|15
"ANIC827005"|"Altri"|2|8|8
"ANIC827005"|"malattia"|22|13|15
"ANIC827005"|"Maternità"|0|1|2
"ANIC828001"|"Altri"|12|8|8
"ANIC828001"|"Maternità"|2|1|2
"ANIC828001"|"malattia"|23|13|15
"ANIC82900R"|"Maternità"|7|1|2
"ANIC82900R"|"Altri"|10|8|8
"ANIC82900R"|"malattia"|12|13|15
"ANIC830001"|"malattia"|8|13|15
"ANIC830001"|"Altri"|11|8|8
"ANIC830001"|"Maternità"|0|1|2
"ANIC83100R"|"Maternità"|0|1|2
"ANIC83100R"|"malattia"|12|13|15
"ANIC83100R"|"Altri"|1|8|8
"ANIC83200L"|"malattia"|26|13|15
"ANIC83200L"|"Maternità"|0|1|2
"ANIC83200L"|"Altri"|14|8|8
"ANIC83300C"|"Maternità"|0|1|2
"ANIC83300C"|"Altri"|4|8|8
"ANIC83300C"|"malattia"|10|13|15
"ANIC834008"|"Altri"|4|8|8
"ANIC834008"|"Maternità"|0|1|2
"ANIC834008"|"malattia"|6|13|15
"ANIC835004"|"Maternità"|0|1|2
"ANIC835004"|"Altri"|5|8|8
"ANIC835004"|"malattia"|11|13|15
"ANIC83600X"|"malattia"|6|13|15
"ANIC83600X"|"Altri"|23|8|8
"ANIC83600X"|"Maternità"|0|1|2
"ANIC83700Q"|"Maternità"|1|1|2
"ANIC83700Q"|"malattia"|8|13|15
"ANIC83700Q"|"Altri"|17|8|8
"ANIC83800G"|"Maternità"|0|1|2
"ANIC83800G"|"malattia"|14|13|15
"ANIC83800G"|"Altri"|4|8|8
"ANIC83900B"|"malattia"|8|13|15
"ANIC83900B"|"Maternità"|1|1|2
"ANIC83900B"|"Altri"|7|8|8
"ANIC84000G"|"Maternità"|8|1|2
"ANIC84000G"|"malattia"|13|13|15
"ANIC84000G"|"Altri"|9|8|8
"ANIC84100B"|"Altri"|5|8|8
"ANIC84100B"|"malattia"|8|13|15
"ANIC84100B"|"Maternità"|5|1|2
"ANIC842007"|"Maternità"|0|1|2
